ID,Species,Owner,Country.of.Origin,Company,Region,Producer,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Color,altitude_low_meters,altitude_high_meters,altitude_mean_meters
1018,Arabica,min hlaing,Myanmar,"sithar coffee co., ltd.",pyinoolwin,Min Hlaing,2015,"July 17th, 2015",Min Hlaing,NA,Other,7.17,7.42,7,7.58,7.33,7.0,10.0,10.0,10.0,7.42,80.92,0,NA,325,325,325
1019,Arabica,eileen koyanagi,United States,kona pacific farmers cooperative,kona,NA,2014,"January 13th, 2015",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.42,7.08,7.17,7.17,7.58,7.25,10.0,10.0,10.0,7.25,80.92,0.1,Bluish-Green,-1,-1,-1
1020,Arabica,karatu estate,Tanzania,karatu estate,"manyara, karatu",Karatu Estate,2014,"December 18th, 2014",Karatu Estate,NA,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.25,80.92,0.12,Green,1700,1700,1700
1021,Arabica,jacques pereira carneiro,Brazil,NA,mantiqueira de minas,NAZARETH DIAS PEREIRA,2014,"December 16th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.25,7.25,7.33,10.0,10.0,10.0,7.25,80.92,0.12,Green,1200,1200,1200
1022,Arabica,cqi taiwan icp cqi,Taiwan,,????,,2014,"November 23rd, 2014",CQI Taiwan ICP CQI,Typica,Washed / Wet,7.92,7.67,7.33,7.08,7.08,7.08,10.0,10.0,10.0,6.75,80.92,0.09,Green,550,550,550
1023,Arabica,ipanema coffees,Brazil,ipanema coffees,south of minas,NA,2014,"October 16th, 2014",Ipanema Coffees,Bourbon,Natural / Dry,7.17,7.42,7.17,7.25,7.25,7.33,10.0,10.0,10.0,7.33,80.92,0.1,None,1100,1100,1100
1024,Arabica,chris finch,Nicaragua,volcafe specialty coffee,matagalpa,NA,2013,"July 16th, 2014",Chris Finch,Caturra,Washed / Wet,7.33,7.08,7.25,7,7.5,7.42,10.0,10.0,10.0,7.33,80.92,0.1,Green,700,1400,1050
1025,Arabica,juan luis alvarado romero,Guatemala,"armajaro guatemala, s. a.",jalapa,ROBERTO MONTERROSO,2014,"June 10th, 2014",Juan Luis Alvarado Romero,Pacas,Washed / Wet,7.58,7.42,6.92,7.5,7.25,7.17,10.0,10.0,10.0,7.08,80.92,0.12,Green,465,465,465
1026,Arabica,cqi taiwan icp cqi,Taiwan,blossom valley,taichung taiping ??????,Lu bi yun,2013,"December 26th, 2013",CQI Taiwan ICP CQI,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,NA,900,900,900
1027,Arabica,cqi taiwan icp cqi,Taiwan,blossom valley,nantou,Ding jin cai,2013,"December 26th, 2013",CQI Taiwan ICP CQI,Typica,Other,7.25,7.17,7.08,7.08,7.08,8.08,10.0,10.0,10.0,7.17,80.92,0.11,Green,688,688,688
1028,Arabica,cqi taiwan icp cqi,Taiwan,blossom valley,new taipei zhonghe ??????,Lu xing hui,2013,"December 26th, 2013",CQI Taiwan ICP CQI,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10.0,10.0,10.0,7.25,80.92,0.11,Green,300,300,300
1029,Arabica,eduardo luis augusto velazquez solis,Mexico,NA,ixhuatlan del cafe,EDUARDO LUIS AUGUSTO VELAZQUEZ SOLIS,2012,"July 11th, 2012",EDUARDO LUIS AUGUSTO VELAZQUEZ SOLIS,Typica,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10.0,10.0,10.0,7,80.92,0.13,Green,1186,1186,1186
1030,Arabica,doi tung development project,Thailand,NA,NA,Doi Tung Development Project,NA,"April 13th, 2010",Doi Tung Development Project,Peaberry,,7.67,7.58,7.33,7.33,7.17,7.0,10.0,10.0,10.0,6.83,80.92,0,NA,-1,-1,-1
1031,Arabica,cqi taiwan icp cqi,Laos,,"paksong,laos","Paksong,Laos",2016,"June 22nd, 2017",CQI Taiwan ICP CQI,Catimor,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10.0,10.0,10.0,7.33,80.83,0,Green,1300,1300,1300
1032,Arabica,the coffee source inc.,Guatemala,the coffee source inc.,orient,several,2013,"May 26th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10.0,10.0,10.0,7.08,80.83,0.11,Green,1200,1200,1200
1033,Arabica,luis roberto fermoso beltran,Mexico,productora rural la victoria s.p.r. de r.l.,motozintla,DOMINGO MUGUIRA REVUELTA,2012,"August 30th, 2012",LUIS ROBERTO FERMOSO BELTRAN,Catuai,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10.0,10.0,10.0,7.33,80.83,0.13,Green,1210,1210,1210
1034,Arabica,jose manuel vergara cortes,Mexico,NA,oaxaca,JUAN JOSE CASAS BLANCO,2012,"August 29th, 2012",JOSE MANUEL VERGARA CORTES,Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.83,0.11,Green,1100,1100,1100
1035,Arabica,christina dusing,Mexico,NA,veracruz,MOISES GUILLERMO CARRERA MONTES,2012,"July 3rd, 2012",CHRISTINA DUSING,Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.83,0.13,Green,100,100,100
1036,Arabica,kona pacific farmers cooperative,United States,cqi,kona,NA,2012,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.42,7.33,7,7.25,7.33,7.5,10.0,10.0,10.0,7,80.83,0.1,Blue-Green,-1,-1,-1
1037,Arabica,exportadora de cafe condor s.a,Colombia,NA,huila,NA,NA,"January 25th, 2011",Exportadora de Cafe Condor S.A,NA,,7.33,7.33,7,6.83,7.33,7.67,10.0,10.0,10.0,7.33,80.83,0.01,NA,1800,1800,1800
1038,Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,monte carmelo,DIOGO TUDELA NETO,2015,"October 8th, 2015",BOURBON SPECIALTY COFFEES,NA,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10.0,10.0,10.0,7.25,80.75,0,Green,-1,-1,-1
1039,Arabica,u soe,Myanmar,NA,ywar ngan,U Soe,2015,"July 17th, 2015",U Soe,Catuai,Washed / Wet,6.92,7.5,7,7.58,7.5,7.08,10.0,10.0,10.0,7.17,80.75,0,Green,3825,3825,3825
1040,Arabica,juan luis alvarado romero,Guatemala,exportcafe,huehuetenango,OTTONIEL VILLATORO LOPEZ,2015,"June 18th, 2015",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.5,7.33,7,7.42,7.17,7.17,10.0,10.0,10.0,7.17,80.75,0.12,Green,505,535,520
1041,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,"comercial internacional exportadora, s.a.",jinotega,ROLANDO LACAYO,2015,"May 28th, 2015","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",NA,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10.0,10.0,10.0,7.25,80.75,0.12,Green,110000,110000,110000
1042,Arabica,bismarck castro,Honduras,cigrah s.a de c.v,"siguatepeque, comayagua",La Gran Manzana,2015,"May 25th, 2015",Bismarck Castro,Caturra,Natural / Dry,7.5,7.33,7,7.42,7.25,7.17,10.0,10.0,10.0,7.08,80.75,0.11,Green,1450,1450,1450
1043,Arabica,essencecoffee,Panama,essence coffee,boquete,Lamastus,2014,"May 23rd, 2015",EssenceCoffee,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10.0,10.0,10.0,7.17,80.75,0.11,Green,1680,1680,1680
1044,Arabica,cadexsa,Honduras,cadexsa,marcala,Jose Omar Acosta,2015,"May 22nd, 2015",CADEXSA,Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10.0,10.0,10.0,7.17,80.75,0.09,Green,1350,1350,1350
1045,Arabica,NA,Honduras,cigrah,central region,Reinerio Zepeda,2015,"March 11th, 2015",NA,Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10.0,10.0,10.0,7,80.75,0.13,Green,1450,1450,1450
1046,Arabica,the coffee source inc.,Costa Rica,the coffee source inc.,san ramon,SEVERAL,2014,"April 11th, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10.0,10.0,10.0,7.25,80.75,0.11,Green,1300,1300,1300
1047,Arabica,diego manuel woolrich ramirez,Mexico,NA,oaxaca,"JOSE RIOS LARA, APOLONIA FRANCO TORRES, JENARO GONZALES MENDOZA",2012,"September 4th, 2012",DIEGO MANUEL WOOLRICH RAMIREZ,Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10.0,7.5,80.75,0.11,Green,1200,1200,1200
1048,Arabica,myriam kaplan-pasternak,Haiti,haiti coffee,haiti,COOPAIMAR Copperative Agro Industriel de Marmelade,2012,"May 22nd, 2012",Myriam Kaplan-Pasternak,Typica,Washed / Wet,7.42,7,7.42,7.25,7.08,7.33,10.0,10.0,10.0,7.25,80.75,0.12,Green,1000,1000,1000
1049,Arabica,kona pacific farmers cooperative,United States,kona pacific farmers cooperative,kona,NA,2011,"December 21st, 2011",Kona Pacific Farmers Cooperative,Arusha,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10.0,10.0,10.0,6.92,80.75,0.13,Bluish-Green,-1,-1,-1
1050,Arabica,cqi taiwan icp cqi,Taiwan,,taiwan,,2016,"August 12th, 2016",CQI Taiwan ICP CQI,Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,10.0,10.0,10.0,7.33,80.67,0,Green,-1,-1,-1
1051,Arabica,aulia arif syahri,Indonesia,pt. olam indonesia,sumatra brastagi,Surbakti,2015,"November 10th, 2015",Aulia Arif Syahri,Mandheling,Semi-washed / Semi-pulped,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10.0,7.33,80.67,0.13,Blue-Green,1200,1500,1350
1052,Arabica,juan luis alvarado romero,Guatemala,"siembras vision, s.a.",antigua,FINCA MEDINA,2015,"October 23rd, 2015",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10.0,10.0,10.0,7,80.67,0.11,Green,1500,1500,1500
1053,Arabica,"ceca, s.a.",Costa Rica,"ceca,s.a.",tarrazu,Martin Gutierrez,2015,"February 27th, 2015","CECA, S.A.",Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10.0,10.0,8,80.67,0.11,Blue-Green,185,185,185
1054,Arabica,afca,Malawi,r.w.j wallace ltd,southern- zomba,R.W.J. Wallace Ltd,2014,"November 4th, 2014",AFCA,Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.17,80.67,0.12,Bluish-Green,990,1000,995
1055,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,cafe don balbino s.c. de r.l. de c.v.,"el desmoronado, talpan de allende jalisco",BALBINO RAMIREZ FLORES,2014,"October 23rd, 2014",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10.0,10.0,10.0,7.25,80.67,0.12,Green,1200,1200,1200
1056,Arabica,NA,Colombia,ecom cca sa,santander,NA,2014,"April 14th, 2014",NA,Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10.0,10.0,6.67,8.5,80.67,0,NA,1550,1550,1550
1057,Arabica,juan luis alvarado romero,Guatemala,"finca santo tomas pachuj, guatemala","san lucas toliman, solola","PACHUJ, S.A",2013,"June 5th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.17,7,7.5,7.0,7.0,10.0,10.0,10.0,7.33,80.67,0.12,Green,1550,1550,1550
1058,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,2012,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7,7.33,7.5,7.33,7.0,7.33,10.0,10.0,10.0,7.17,80.67,0.11,Green,-1,-1,-1
1059,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",oriente,CHIQUIMULJA / ALPHA CAFE / SENFRO,2012,"January 25th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7,7.5,7.33,7.17,7.17,7.17,10.0,10.0,10.0,7.33,80.67,0.11,Green,-1,-1,-1
1060,Arabica,racafe & cia s.c.a,Colombia,NA,NA,NA,NA,"March 15th, 2011",Racafe & Cia S.C.A,NA,,7.17,7.25,7.08,7.42,7.08,7.42,10.0,10.0,10.0,7.25,80.67,0.18,NA,-1,-1,-1
1061,Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,monte carmelo,MAX KEND TAKIUTI E OUTROS,2016,"March 11th, 2016",BOURBON SPECIALTY COFFEES,NA,,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10.0,10.0,7.42,80.58,0.11,Green,-1,-1,-1
1062,Arabica,"exportadora atlantic, s.a.",Nicaragua,exportadora atlantic s.a,nueva segovia,ADONIS JOSE ORTEZ BELTRAN,2016,"February 26th, 2016","Exportadora Atlantic, S.A.",NA,,7.08,7.5,7,7.25,7.42,7.0,10.0,10.0,10.0,7.33,80.58,0.11,Green,-1,-1,-1
1063,Arabica,burka coffee estate,Tanzania,burka coffee estate,arusha,Burka Coffee Estates,2014,"January 6th, 2015",Burka Coffee Estate,NA,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10.0,10.0,10.0,7.25,80.58,0.12,Bluish-Green,1400,1400,1400
1064,Arabica,ipanema coffees,Brazil,ipanema coffees,south of minas,NA,2014,"October 17th, 2014",Ipanema Coffees,Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7,7.08,7.25,10.0,10.0,10.0,7.25,80.58,0,Green,1200,1200,1200
1065,Arabica,beneficio santa rosa,Honduras,beneficio santa rosa s.a.,occidental,BSR,2014,"April 30th, 2014",Beneficio Santa Rosa,Caturra,Washed / Wet,7.5,7.17,7,7.42,7.33,7.0,10.0,10.0,10.0,7.17,80.58,0.11,Green,1400,1400,1400
1066,Arabica,juan luis alvarado romero,Guatemala,exportcafe,huehuetenango,BYRON ALONZO SOLIS,2014,"January 28th, 2014",Juan Luis Alvarado Romero,Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10.0,10.0,10.0,7.25,80.58,0.11,Green,422,422,422
1067,Arabica,kona pacific farmers cooperative,United States,NA,NA,NA,NA,"May 4th, 2011",Kona Pacific Farmers Cooperative,NA,,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,80.58,0,NA,-1,-1,-1
1068,Arabica,racafe & cia s.c.a,Colombia,NA,NA,NA,NA,"March 15th, 2011",Racafe & Cia S.C.A,NA,,7.08,7.25,7,7.5,7.08,7.33,10.0,10.0,10.0,7.33,80.58,0,NA,-1,-1,-1
1069,Arabica,cqi taiwan icp cqi,Taiwan,,taiwan,,2017,"December 8th, 2017",CQI Taiwan ICP CQI,NA,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10.0,10.0,10.0,7.17,80.5,0,Blue-Green,50,50,50
1070,Arabica,juan luis alvarado romero,Guatemala,"peter schoelfeld, s.a",santa rosa,NA,2017,"September 8th, 2017",Juan Luis Alvarado Romero,Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,0.1,Green,1500,1500,1500
1071,Arabica,janny marlith torres,Honduras,coffee planet corporation s.a,ocotepeque,Jorge Alfredo Pinto,2017,"August 23rd, 2017",Janny Marlith Torres,Catuai,Washed / Wet,7.58,7.33,7,7.17,7.33,7.08,10.0,10.0,10.0,7,80.5,0.11,Green,1650,1650,1650
1072,Arabica,case noyale ltd,Mauritius,NA,chamarel (south west),Case Noyale Ltd,2016,"February 11th, 2016",Case Noyale Ltd,NA,,7.25,7.25,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.25,80.5,0.12,Green,280,280,280
1073,Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,vale da grama,Lindolpho de Carvalho Dias,2015,"November 17th, 2015",BOURBON SPECIALTY COFFEES,Yellow Bourbon,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10.0,10.0,7.33,80.5,0.11,Green,1250,1250,1250
1074,Arabica,shwe yin mar coffee,Myanmar,shwe yin mar coffee,pyin oo lwin,Shwe Yin Mar,2015,"July 17th, 2015",Shwe Yin Mar Coffee,NA,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10.0,10.0,10.0,7.08,80.5,0,Green,3800,3800,3800
1075,Arabica,juan luis alvarado romero,Guatemala,outspan guatemala s.a.,oriente,VARIOS,2014,"April 23rd, 2014",Juan Luis Alvarado Romero,NA,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10.0,10.0,10.0,7.17,80.5,0.11,Green,372,372,372
1076,Arabica,jacques pereira carneiro,Brazil,NA,mantiqueira de minas,MARIA ROGERIA COSTA PEREIRA,2013,"April 17th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10.0,7.42,80.5,0.1,None,1250,1250,1250
1077,Arabica,eileen koyanagi,United States,kona pacific farmers cooperative,kona,NA,2013,"February 4th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10.0,10.0,7.17,80.5,0.11,Green,-1,-1,-1
1078,Arabica,juan luis alvarado romero,Guatemala,exportcafe,huehuetenango,IDMAR DE JESUS VELASQUEZ CALDERON,2013,"February 13th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.5,7,7.67,7.17,7.0,10.0,10.0,10.0,6.67,80.5,0.12,Green,567,567,567
1079,Arabica,israel eduardo paz garcia,Mexico,cafeorganico.mx,zaragoza itundujia,HERAS HERNANDEZ GAUDENCIO,2012,"September 17th, 2012",ISRAEL EDUARDO PAZ GARCIA,Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.17,80.5,0.15,None,1450,1450,1450
1080,Arabica,cadexsa,Honduras,cadexsa,marcala,Jose Omar Acosta,2016,"February 3rd, 2016",CADEXSA,NA,,7.25,7.42,7,7.42,7.33,7.0,10.0,10.0,10.0,7,80.42,0.1,Green,1450,1450,1450
1081,Arabica,cqi taiwan icp cqi,Taiwan,,????,,2014,"November 23rd, 2014",CQI Taiwan ICP CQI,Typica,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10.0,10.0,10.0,7,80.42,0.14,Green,600,600,600
1082,Arabica,lusso lab,El Salvador,lusso coffee lab,"department of ahuachapan, municipality of apanecallamatepec mountain","Luis, Rafael and Carmen Silva Hoff",2013,"April 26th, 2014",LUSSO LAB,Bourbon,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10.0,10.0,10.0,7.25,80.42,0,Green,1450,1450,1450
1083,Arabica,adam ciruli ye,China,yunnan new century tech inc.,yunnan,Alicia's Farm,2013,"January 17th, 2014",Adam Ciruli Ye,NA,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10.0,10.0,10.0,7.17,80.42,0.17,Green,1700,1700,1700
1084,Arabica,cqi taiwan icp cqi,Taiwan,blossom valley,nantou,Huang san lang,NA,,NA,NA,,,,,,,,,,,,,,NA,-1,-1,-1
1085,Arabica,alfredo bojalil,Mexico,ecomtrading,pochutla,CARLOS ALBERTO GOMEZ,2012,"September 4th, 2012",ALFREDO BOJALIL,Typica,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10.0,10.0,10.0,7.25,80.42,0.1,Green,1050,1050,1050
1086,Arabica,armando luis pohlenz martinez,Mexico,beneficio custepec s.a. de c.v.,la concordia,ARMANDO LUIS POHLENZ MARTINEZ,2012,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10.0,10.0,10.0,7.08,80.42,0.12,Green,1550,1550,1550
1087,Arabica,simon mahinda,Burundi,sangana commodities k limited,mumirwa,SOGESTAL MUMIRWA,2016,"January 22nd, 2016",SIMON MAHINDA,NA,,7.08,7.25,7.17,7.33,7.08,7.08,10.0,10.0,10.0,7.33,80.33,0.12,Green,1700,1700,1700
1088,Arabica,delfina leon shine,Tanzania,delfina farm,mkuu rombo,Delfina Leon Shine,2015,"November 16th, 2015",Delfina Leon Shine,Bourbon,Washed / Wet,7.25,7.17,7,7.25,7.42,7.08,10.0,10.0,10.0,7.17,80.33,0.13,Green,1700,1700,1700
1089,Arabica,kongoni estate,Tanzania,kongoni estate,arusha,Kongoni Estate,2014,"December 18th, 2014",Kongoni Estate,NA,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10.0,10.0,10.0,7.08,80.33,0.12,Bluish-Green,-1,-1,-1
1090,Arabica,cqi taiwan icp cqi,Taiwan,blossom valley,taichung xinshe ??????,Wu yi ting,2013,"December 26th, 2013",CQI Taiwan ICP CQI,Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,10.0,10.0,10.0,7,80.33,0.11,Green,600,600,600
1091,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",oriente,AGRIPEC DE LA VEGA Y CIA.,2013,"June 6th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,10.0,10.0,10.0,7.17,80.33,0.11,Green,399,399,399
1092,Arabica,miguel cortes moreno,Mexico,estrategias constructivas corzu s.a. de c.v.,chilÃ³n,ARMANDO GUTIERREZ GUZMAN,2012,"August 30th, 2012",MIGUEL CORTES MORENO,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10.0,10.0,10.0,7.08,80.33,0.11,Green,940,940,940
1093,Arabica,kona pacific farmers cooperative,United States,cqi,kona,NA,2012,"February 8th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10.0,10.0,7.08,80.33,0.12,Green,-1,-1,-1
1094,Arabica,ethiopia commodity exchange,Ethiopia,NA,kelem welega,Exporter Name | Muluneh Kaka | Phone: 0114390290,2010,"June 17th, 2010",Ethiopia Commodity Exchange,NA,,7.25,7.25,7.25,7.33,7.5,8.0,9.33,9.33,10.0,7.08,80.33,0.1,NA,-1,-1,-1
1095,Arabica,volcafe ltda. - brasil,Brazil,volcafe ltda.,cerrado - monte carmelo - minas gerais,Luiz Augusto Pereira Moguilod,2017,"November 3rd, 2017",Volcafe Ltda. - Brasil,Catuai,Natural / Dry,7.17,7.33,7.42,7.08,7.0,7.0,10.0,10.0,10.0,7.25,80.25,0.11,Green,995,995,995
1096,Arabica,bismarck castro,Honduras,cigrah s.a de c.v,comayagua,Yamilet Lope,2016,"April 6th, 2017",Bismarck Castro,Caturra,Natural / Dry,7.25,7.25,7,7,7.42,7.0,10.0,10.0,10.0,7.33,80.25,0.1,Green,1400,1400,1400
1097,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,cafe don balbino s.c. de r.l. de c.v.,sierra madre occidental,Balbino Ramirez Flores,2016,"April 26th, 2016",CAFE DE DON BALBINO S.C. DE R.L. DE C.V.,Caturra,Washed / Wet,7.25,7.17,7,7.33,7.33,7.0,10.0,10.0,10.0,7.17,80.25,0.1,Green,1600,1600,1600
1098,Arabica,bob mccauley,Myanmar,"waylead industrial co, ltd.","yauk sauk, shan state","Waylead Co, Ltd",2015,"August 27th, 2015",Bob McCauley,NA,Natural / Dry,8,7.08,7,7.33,7.08,6.92,10.0,10.0,10.0,6.83,80.25,0.11,Green,279,279,279
1099,Arabica,u htun htun,Myanmar,NA,ywar ngan,U Htun Htun,2014,"July 17th, 2015",U Htun Htun,Catuai,Natural / Dry,7.42,7,7.08,7,7.17,7.33,10.0,10.0,10.0,7.25,80.25,0,Green,4287,4287,4287
1100,Arabica,gloria antonieta escobar urrutia,Nicaragua,NA,matagalpa,GLORIA ANTONIETA ESCOBAR URRUTIA,2015,"February 20th, 2015",Gloria Antonieta Escobar Urrutia,Caturra,Washed / Wet,7.08,6.92,7,7.25,7.5,7.25,10.0,10.0,10.0,7.25,80.25,0.11,Green,900,900,900
1101,Arabica,eileen koyanagi,United States,kona pacific farmers cooperative,kona,NA,2014,"March 3rd, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,0.12,Green,-1,-1,-1
1102,Arabica,honor dela fuente,Colombia,costco wholesale industries,NA,NA,2012,"January 8th, 2014",Honor dela Fuente,Typica,Washed / Wet,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,0.1,Green,-1,-1,-1
1103,Arabica,cqi taiwan icp cqi,Taiwan,blossom valley,chiayi fanlu??????,Weng hui ling,2013,"December 26th, 2013",CQI Taiwan ICP CQI,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10.0,10.0,10.0,7,80.25,0.11,Green,700,700,700
1104,Arabica,the coffee source inc.,Guatemala,the coffee source inc.,oriente,UNEX,2012,"January 9th, 2013",The Coffee Source Inc.,Caturra,Washed / Wet,7,7.17,7.33,7.33,7.0,7.17,10.0,10.0,10.0,7.25,80.25,0.11,Green,1400,1400,1400
1105,Arabica,saul m. hernandez ramirez,Mexico,NA,"calnali, hidalgo","HERNANDEZ PACHECO, TIMOTEO",2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Caturra,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7.0,10.0,10.0,10.0,7.17,80.25,0.11,None,808,808,808
1106,Arabica,"sunvirtue co., ltd.",Vietnam,"sunvirtue co., ltd.",dala,"Yeh, Li Chuan",2017,"May 9th, 2017","Sunvirtue Co., Ltd.",Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10.0,10.0,7.25,80.17,0,NA,1550,1550,1550
1107,Arabica,"exportadora atlantic, s.a.",Nicaragua,exportadora atlantic s.a,jinotega,Sheldom La rue,2015,"April 24th, 2015","Exportadora Atlantic, S.A.",Caturra,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10.0,10.0,10.0,7.17,80.17,0.11,NA,1100,1275,1188
1108,Arabica,cadexsa,Honduras,cadexsa,marcala,Jose Omar Acosta,2015,"January 26th, 2015",CADEXSA,Catuai,Washed / Wet,7.25,7.25,7,7.17,7.08,7.08,10.0,10.0,10.0,7.33,80.17,0.11,Green,1400,1400,1400
1109,Arabica,juan luis alvarado romero,Guatemala,"unex guatemala, s.a.",oriente,ROBERTO MONTERROSO,2013,"August 7th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.33,7.33,7,7.17,7.17,7.17,10.0,10.0,10.0,7,80.17,0.11,Green,399,399,399
1110,Arabica,pablo enrique martinez gama,Mexico,NA,coatepec,PABLO ENRIQUE MARTINEZ GAMA,2012,"October 9th, 2012",PABLO ENRIQUE MARTINEZ GAMA,Typica,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10.0,10.0,10.0,7.08,80.17,0.11,Green,1250,1250,1250
